Time,trans_x,trans_y,trans_z,rot_z
0,41.4691825213525,346.867175082165,41.6195934933769,-1
0.01,41.4691825213525,346.867175082165,41.6195934933769,-1
0.02,41.4673623107044,346.853232221021,41.6299472242024,-1
0.03,41.4536624590448,346.841776460701,41.664096800552,0
0.04,41.5043201684818,347.139984780818,41.742484130454,0
0.05,41.626617022941,347.725650534979,41.9974037712497,8.03977813720649
0.06,41.808861267456,348.395332577574,42.5472656766529,8.03977813720649
0.07,42.0242314881627,349.047050919053,43.4873775804011,8.03977813720649
0.08,42.4131609084486,349.711172243793,45.5037417439868,8.03977813720649
0.09,42.957620950433,350.345692580169,49.7428551055216,8.03977813720649
0.1,43.6689659395706,350.865280954592,55.4723182032056,16.2027195466231
0.11,44.2764135840885,351.22098875378,60.321862953531,16.2027195466231
0.12,44.9732173931295,351.463619743654,65.7111620499861,16.2027195466231
0.13,45.8234930252565,351.612622412666,71.9859092652813,16.2027195466231
0.14,46.4924866161158,351.713563018614,76.6838287807163,16.2027195466231
0.15,47.3233119398171,351.775505739394,82.2460859429872,24.8015014396877
0.16,48.4307266435303,352.172334325105,88.950260353851,24.8015014396877
0.17,49.4328393966715,352.580084890427,95.0188049453501,24.8015014396877
0.18,50.381316710415,353.145647691685,100.444757483507,24.8015014396877
0.19,51.250038854588,353.85561594698,105.286167297163,24.8015014396877
0.2,51.888613025382,354.420343609194,108.755098417111,34.0626950631729
0.21,52.5922621733676,355.233044206934,112.163596913221,34.0626950631729
0.22,53.457840412417,356.435547346187,115.078974398581,34.0626950631729
0.23,54.2336908894114,357.875782620729,116.859718300377,34.0626950631729
0.24,54.8709398503378,359.539999730141,117.17204373493,34.0626950631729
0.25,55.2275394488062,361.737519418424,115.476396825492,35.8247799003935
0.26,55.2643196688588,364.361288851995,111.913319543924,35.8247799003935
0.27,55.0431613294804,367.011627541743,107.537018019933,35.8247799003935
0.28,54.5362839739124,369.850635751942,102.390671474439,35.8247799003935
0.29,53.5329356620273,373.545164313811,95.2227466835204,35.8247799003935
0.3,52.0357382397438,378.011808052555,86.5101991793854,37.7699556614545
0.31,50.0198902110967,383.16184985454,76.9615877044596,37.7699556614545
0.32,48.1076917148805,387.739099775677,68.8082712041906,37.7699556614545
0.33,46.2751146076903,391.957077219547,61.7768957952574,37.7699556614545
0.34,44.0077574351953,396.607521545467,55.4711078056652,37.7699556614545
0.35,41.5777414203391,401.360311177308,51.8941771650563,39.3488802157295
0.36,38.7073961143497,406.602060883559,52.579643749315,39.3488802157295
0.37,35.8897084494099,411.471154261193,56.3707768162639,39.3488802157295
0.38,33.0589711911947,416.185740845518,63.03466770369,39.3488802157295
0.39,30.9213211707442,419.668789854656,68.6407121789789,39.3488802157295
0.4,28.1885186128438,423.791082933608,78.7132623410629,40.2593881463557
0.41,25.5493051971604,427.713571222915,89.6124803221765,40.2593881463557
0.42,23.2268619816823,430.998562733296,99.8157278273457,40.2593881463557
0.43,21.3831683216237,433.543768051727,108.075068230339,40.2593881463557
0.44,18.121651302526,437.914235244766,124.053503189609,40.2593881463557
0.45,14.157977389758,443.196080151064,143.265239929622,40.8012096434322
0.46,11.2038795272028,447.141652622836,157.39290000998,40.8012096434322
0.47,7.7060294684902,451.829108181951,173.245790176441,40.8012096434322
0.48,4.40851738258978,456.281289129569,187.334490163519,40.8012096434322
0.49,1.56083075816638,460.126779514735,198.95309953289,40.8012096434322
0.5,-0.675162378004794,463.122473907201,207.768980636818,41.1966118131343
0.51,-4.54365278320724,468.300520541852,220.505458235352,41.1966118131343
0.52,-9.29463995004323,474.546289325094,233.865988778759,41.1966118131343
0.53,-14.866935580393,481.648312305885,246.720703769534,41.1966118131343
0.54,-20.7046863464047,488.865868491805,257.8655811585,41.1966118131343
0.55,-25.0274051666163,494.212026682696,265.7278654684,41.4494949020984
0.56,-30.3282213534436,500.308655499193,272.800858298616,41.4494949020984
0.57,-36.4122446418728,506.913178006394,278.739751639348,41.4494949020984
0.58,-43.7711059688473,514.462979301285,283.588462270409,41.4494949020984
0.59,-52.0944786491479,522.647520497388,287.111149865492,41.4494949020984
0.6,-61.7717499520403,531.82853468778,288.715396858887,41.4047789698847
0.61,-72.1665130290364,541.23277325011,288.335590368612,41.4047789698847
0.62,-81.7934486489539,549.463238874593,286.664978382464,41.4047789698847
0.63,-90.247736633377,556.487799040477,284.332757265921,41.4047789698847
0.64,-97.16346810071,562.077357777399,281.811813936132,41.4047789698847
0.65,-102.618203128753,566.336270493834,279.544972473652,40.8175120697691
0.66,-111.354508915657,572.618786163985,274.027827278722,40.8175120697691
0.67,-121.627387127413,579.506532840644,265.869889181246,40.8175120697691
0.68,-133.059938723443,586.772059451372,255.236490334406,40.8175120697691
0.69,-144.531840255241,593.666393614782,243.174812037386,40.8175120697691
