Time,trans_x,trans_y,trans_z,rot_z
0,64.7983864683883,312.150921086917,41.540608026327,-1
0.01,64.7983864683883,312.150921086917,41.540608026327,-1
0.02,64.7824326986556,312.165473424671,41.5338604628083,-1
0.03,64.793930659297,312.205855184551,41.5745734747355,0
0.04,64.9041814732901,312.319081695019,41.6268593768311,0
0.05,65.2649219871258,312.271271347545,42.1745218988096,9.08811116238102
0.06,65.959309571989,312.06081251017,43.6248212717421,9.08811116238102
0.07,66.5505721928204,311.835823689506,44.9258952213946,9.08811116238102
0.08,67.5342618212912,311.282163486646,47.9141300192841,9.08811116238102
0.09,69.062599760927,310.221947051161,52.9906346308404,9.08811116238102
0.1,71.3899914835242,308.438731228725,60.2888535829253,18.3565521382477
0.11,74.3092253483158,306.114616153294,68.5857583166493,18.3565521382477
0.12,77.846149018407,303.314795456343,77.433393165339,18.3565521382477
0.13,82.2386705576361,299.842741516362,86.6979803361757,18.3565521382477
0.14,86.9423434223519,296.062641140331,95.5271133491389,18.3565521382477
0.15,90.9942207256533,292.803329457243,102.546903208043,28.1971385632132
0.16,94.9178135028273,289.616461842659,108.61579917633,28.1971385632132
0.17,98.7100206891875,286.402991947209,113.829662582459,28.1971385632132
0.18,102.087973551762,283.410514626348,118.13468993697,28.1971385632132
0.19,106.038016495068,279.644479672763,122.249859956119,28.1971385632132
0.2,110.507679657237,275.064606237283,125.863346552444,38.6521854554846
0.21,114.562868668067,270.897933210594,128.554336249403,38.6521854554846
0.22,118.7832544033,266.529427196092,130.491223487101,38.6521854554846
0.23,122.358190638457,262.857767008422,131.709809686396,38.6521854554846
0.24,124.963152663495,260.172993307073,132.502203183144,38.6521854554846
0.25,128.261991452435,257.020711300598,132.565510585303,40.3071560689579
0.26,131.41857318227,254.124447441804,132.061700467946,40.3071560689579
0.27,134.708611927794,251.198125404818,130.748051457112,40.3071560689579
0.28,137.994625621898,248.345395829661,128.489915479506,40.3071560689579
0.29,140.634516155161,246.085210067413,126.315468828417,40.3071560689579
0.3,143.020468297841,244.003278800906,123.794891140439,41.927004916886
0.31,144.808352123411,242.435314095217,121.725784221305,41.927004916886
0.32,147.00969972696,240.433795890182,118.360230519866,41.927004916886
0.33,149.172232272154,238.382804841991,114.245908749874,41.927004916886
0.34,151.804291531843,235.782796774958,107.977254812456,41.927004916886
0.35,154.214305057272,233.367732715422,101.55909855692,43.0863392506095
0.36,156.431672721659,231.119389867543,95.1734660620264,43.0863392506095
0.37,158.540355402124,229.081835119499,88.9394894904871,43.0863392506095
0.38,160.923234965263,227.019628293236,82.2843346451154,43.0863392506095
0.39,163.089496910812,225.416486415684,77.2455311394855,43.0863392506095
0.4,164.677003132944,224.273845300829,73.8718095700012,43.5749037437902
0.41,166.250813001361,223.329807809166,71.9376318452608,43.5749037437902
0.42,167.436772116131,222.657994179295,70.8448016177027,43.5749037437902
0.43,168.938919605149,222.072247339271,73.1977710677198,43.5749037437902
0.44,170.366000298286,221.67374528318,79.5853880051846,43.5749037437902
0.45,171.377715009148,221.396830653587,84.8590231566789,43.4792079959233
0.46,172.288593811756,221.227188596616,94.0977643865733,43.4792079959233
0.47,173.027507970026,221.134061528275,105.505253133594,43.4792079959233
0.48,173.55968521311,221.071173214213,114.498422449658,43.4792079959233
0.49,173.999397890527,221.000056546366,124.832540537305,43.4792079959233
0.5,174.478721650943,220.874821813401,140.514969445043,42.8391652631907
0.51,175.018334246762,220.589204327255,159.598758785014,42.8391652631907
0.52,175.716667580903,219.974150113873,181.840829827234,42.8391652631907
0.53,176.473103558444,219.118462123827,204.078682398964,42.8391652631907
0.54,177.256052410231,217.987999998379,225.797884922484,42.8391652631907
0.55,177.91706730648,216.959019396788,243.535386346217,41.8662279378948
0.56,178.476114347256,216.059626760986,258.521656901787,41.8662279378948
0.57,179.050300505346,215.023380801146,274.466954447244,41.8662279378948
0.58,179.616132156713,213.96798268475,291.588472083212,41.8662279378948
0.59,180.142107644654,212.979519371952,307.984201613594,41.8662279378948
0.6,180.509624121195,212.285254642747,319.694284064022,40.9181743180561
0.61,180.960295847427,211.652664641214,331.164623006158,40.9181743180561
0.62,181.477478161234,211.133678009135,342.156193048291,40.9181743180561
0.63,181.858987279776,210.777971342266,350.165483871774,40.9181743180561
0.64,182.429447541527,210.495791555651,357.86037215205,40.9181743180561
0.65,182.90480712517,210.296315150791,363.549902552864,40.2461702751505
0.66,183.731046651881,210.187953610919,369.993770319907,40.2461702751505
0.67,184.78211551157,210.174464014739,376.288941975361,40.2461702751505
0.68,186.237499477541,210.26728512513,382.571845701823,40.2461702751505
0.69,188.077674657769,210.447947058099,388.63532692389,40.2461702751505
0.7,189.482968252937,210.571433966303,393.069920440932,39.9019014745397
0.71,190.608659757789,210.678874697623,396.298304353747,39.9019014745397
0.72,192.535620320897,210.856439398361,400.206736725991,39.9019014745397
0.73,195.064755877847,210.999400837368,404.087626829189,39.9019014745397
0.74,198.01349858067,211.046160699056,407.581488498323,39.9019014745397
0.75,201.44702070648,211.004494028408,410.537447466428,39.7027576195974
0.76,204.949928038061,210.809681643932,412.659085181995,39.7027576195974
0.77,208.453396030704,210.482312320923,413.864537547331,39.7027576195974
0.78,211.319431656041,210.130936357363,414.386540928568,39.7027576195974
0.79,213.759123698223,209.736953350949,414.371027121578,39.7027576195974
0.8,216.02160668374,209.251138424517,413.755511423942,39.5185616878818
0.81,217.686586873976,208.8790761548,413.157994751433,39.5185616878818
0.82,219.489759411165,208.353606731232,411.705514786253,39.5185616878818
0.83,221.422785838512,207.65337504774,409.082568858816,39.5185616878818
0.84,223.083620363783,206.963535535674,406.057355693024,39.5185616878818
0.85,224.589327223801,206.18462832614,402.181641950193,39.350065203529
0.86,225.753286864853,205.524003661607,398.333353091038,39.350065203529
0.87,226.594797585141,204.951154652144,394.872814683436,39.350065203529
0.88,227.332487877158,204.467533330938,391.152114377898,39.350065203529
0.89,227.988865239194,204.011791409728,385.699801772988,39.350065203529
0.9,228.488770755221,203.71666894836,378.71658242437,39.2241724762656
0.91,228.852496620386,203.62070802067,370.938397256328,39.2241724762656
0.92,229.057001850774,203.615690673807,364.42818245152,39.2241724762656
0.93,229.138707020274,203.778607380733,357.996341753992,39.2241724762656
0.94,229.184306159814,203.935676464392,353.008746366125,39.2241724762656
0.95,229.118041906336,204.36760138837,346.018071185142,39.1741247631376
0.96,228.717992199056,205.268622255942,335.587681590378,39.1741247631376
0.97,228.391332897943,206.086282638292,326.927997049488,39.1741247631376
0.98,227.790926837932,207.187466399531,316.594437011537,39.1741247631376
0.99,227.139653210305,208.279964627313,306.765876287105,39.1741247631376
1,226.56626605405,209.278061033523,298.255160241089,39.2429059232911
1.01,226.096574920708,210.072645672707,291.631761407903,39.2429059232911
1.02,225.159448047059,211.507794602501,280.073212186722,39.2429059232911
1.03,224.012335244581,213.310066883304,266.547338925903,39.2429059232911
1.04,222.846566040713,215.371292316391,252.186930067643,39.2429059232911
1.05,221.814008638067,217.297982963878,239.45482364278,39.5132394566153
1.06,221.109317556825,218.764752746721,230.259106575706,39.5132394566153
1.07,220.583153791029,220.587235637888,220.127973273452,39.5132394566153
1.08,220.325649571518,222.345215938209,211.135895693764,39.5132394566153
1.09,220.795909932476,224.308946159423,202.832874719464,39.5132394566153
1.1,222.400226852864,226.356159528254,196.368303457534,40.2290497567398
1.11,224.065921418012,227.932150974383,192.021015810175,40.2290497567398
1.12,225.49222783628,229.099136318718,189.242793499187,40.2290497567398
1.13,228.84217461324,230.481774367358,188.683705575082,40.2290497567398
1.14,234.159816975638,231.843879926448,191.191852416187,40.2290497567398
1.15,241.78265680948,232.987037608225,198.384546430976,41.6562171306937
1.16,250.519540592645,233.653009664735,209.599604766356,41.6562171306937
1.17,259.803571039606,233.712961062762,224.913952811533,41.6562171306937
1.18,269.038894129142,233.100399371317,244.068641454807,41.6562171306937
1.19,276.586491669918,232.325331056771,261.659633208159,41.6562171306937
1.2,283.591842820732,231.101915099021,281.491199724944,43.4407223381204
1.21,288.611535017485,230.139441118478,296.411632297663,43.4407223381204
1.22,292.931251377951,229.027279959743,311.18511489455,43.4407223381204
1.23,296.108798660179,228.112358653651,322.615867954225,43.4407223381204
1.24,299.248027805757,226.7927572667,336.580330845561,43.4407223381204
1.25,302.628943573978,224.644579927269,356.154167249088,44.7821611654564
1.26,305.489786224456,222.113746636743,377.478043118624,44.7821611654564
1.27,307.567482035965,219.271870171289,399.312041613456,44.7821611654564
1.28,308.981994507339,217.017465148812,416.289835532877,44.7821611654564
1.29,309.872818623481,215.319082166796,428.794587609493,44.7821611654564
1.3,310.232062771831,213.41022194726,441.570980122565,45.1107286269006
1.31,310.422055464591,211.991304146359,451.215896884859,45.1107286269006
1.32,310.49763242063,210.865526992233,458.725978527433,45.1107286269006
