ts_ns,period_ns,jitter_ns,late
3910489200,2081800,81800,0
3912380300,1891100,-108900,0
3913915500,1535200,-464800,0
3915933100,2017600,17600,0
3917918700,1985600,-14400,0
3920005100,2086400,86400,0
3921947900,1942800,-57200,0
3923533200,1585300,-414700,0
3925745800,2212600,212600,0
3927835000,2089200,89200,0
3929799700,1964700,-35300,0
3931813000,2013300,13300,0
3933765000,1952000,-48000,0
3935248500,1483500,-516500,0
3937568900,2320400,320400,0
3940560700,2991800,991800,0
3942615400,2054700,54700,0
3943299700,684300,-1315700,0
3946113400,2813700,813700,0
3948189600,2076200,76200,0
3950159000,1969400,-30600,0
3952184900,2025900,25900,0
3953676600,1491700,-508300,0
3955721700,2045100,45100,0
3957729800,2008100,8100,0
3959704300,1974500,-25500,0
3961668100,1963800,-36200,0
3963703200,2035100,35100,0
3965271900,1568700,-431300,0
3967669200,2397300,397300,0
3969729000,2059800,59800,0
3971648200,1919200,-80800,0
3973670000,2021800,21800,0
3975203200,1533200,-466800,0
3978195200,2992000,992000,0
3980155200,1960000,-40000,0
3982164900,2009700,9700,0
3983660300,1495400,-504600,0
3985839700,2179400,179400,0
3987937800,2098100,98100,0
3989926700,1988900,-11100,0
3991934300,2007600,7600,0
3993448000,1513700,-486300,0
3996484500,3036500,1036500,0
3998486100,2001600,1600,0
4000471200,1985100,-14900,0
4002076900,1605700,-394300,0
4003642900,1566000,-434000,0
4005758600,2115700,115700,0
4009099800,3341200,1341200,0
4009833800,734000,-1266000,0
4011730800,1897000,-103000,0
4013712600,1981800,-18200,0
4015193600,1481000,-519000,0
4018203100,3009500,1009500,0
4019696100,1493000,-507000,0
4021732200,2036100,36100,0
4023681200,1949000,-51000,0
4025208600,1527400,-472600,0
4028261900,3053300,1053300,0
4030197400,1935500,-64500,0
4032306300,2108900,108900,0
4033760200,1453900,-546100,0
4036230500,2470300,470300,0
4038339100,2108600,108600,0
4040331300,1992200,-7800,0
4042318400,1987100,-12900,0
4043815300,1496900,-503100,0
4045938800,2123500,123500,0
4047990900,2052100,52100,0
4050165200,2174300,174300,0
4052149600,1984400,-15600,0
4053614000,1464400,-535600,0
4055626000,2012000,12000,0
4057687800,2061800,61800,0
4059729200,2041400,41400,0
4061166000,1436800,-563200,0
4063684500,2518500,518500,0
4065771500,2087000,87000,0
4067817200,2045700,45700,0
4069756700,1939500,-60500,0
4071828900,2072200,72200,0
4073796100,1967200,-32800,0
4075276200,1480100,-519900,0
4078428600,3152400,1152400,0
4080263100,1834500,-165500,0
4082310200,2047100,47100,0
4083787000,1476800,-523200,0
4085850700,2063700,63700,0
4087811500,1960800,-39200,0
4089804600,1993100,-6900,0
4091802700,1998100,-1900,0
4093978700,2176000,176000,0
4095162200,1183500,-816500,0
4098306900,3144700,1144700,0
4100162900,1856000,-144000,0
4102168200,2005300,5300,0
4103685500,1517300,-482700,0
4105715100,2029600,29600,0
4107699600,1984500,-15500,0
4109757600,2058000,58000,0
4111674900,1917300,-82700,0
4113670800,1995900,-4100,0
4115782400,2111600,111600,0
4117933600,2151200,151200,0
4119808300,1874700,-125300,0
4121345400,1537100,-462900,0
4123673000,2327600,327600,0
4126029300,2356300,356300,0
4128136300,2107000,107000,0
4130136200,1999900,-100,0
4132644300,2508100,508100,0
4133198700,554400,-1445600,0
4135945000,2746300,746300,0
4137953000,2008000,8000,0
4139943600,1990600,-9400,0
4141921200,1977600,-22400,0
4143451800,1530600,-469400,0
4146465200,3013400,1013400,0
4148573500,2108300,108300,0
4150555700,1982200,-17800,0
4152577200,2021500,21500,0
4154056500,1479300,-520700,0
4156107600,2051100,51100,0
4157287500,1179900,-820100,0
4160298900,3011400,1011400,0
4162302300,2003400,3400,0
4163574100,1271800,-728200,0
4165780600,2206500,206500,0
4167830800,2050200,50200,0
4169807200,1976400,-23600,0
4171867500,2060300,60300,0
4173775300,1907800,-92200,0
4175291400,1516100,-483900,0
4177818700,2527300,527300,0
4179824500,2005800,5800,0
4181814800,1990300,-9700,0
4182981200,1166400,-833600,0
4185811500,2830300,830300,0
4187946000,2134500,134500,0
4189930400,1984400,-15600,0
4191929900,1999500,-500,0
4193124400,1194500,-805500,0
4196086400,2962000,962000,0
4198270500,2184100,184100,0
4200232700,1962200,-37800,0
4202242500,2009800,9800,0
4203782200,1539700,-460300,0
4205949700,2167500,167500,0
4207932300,1982600,-17400,0
4209927600,1995300,-4700,0
4211927500,1999900,-100,0
4213925800,1998300,-1700,0
4215331400,1405600,-594400,0
4218355100,3023700,1023700,0
4220528200,2173100,173100,0
4222515000,1986800,-13200,0
4224637500,2122500,122500,0
4225348900,711400,-1288600,0
4227509200,2160300,160300,0
4230042700,2533500,533500,0
4232144100,2101400,101400,0
4233584100,1440000,-560000,0
4236012300,2428200,428200,0
4238068100,2055800,55800,0
4239994000,1925900,-74100,0
4242005800,2011800,11800,0
4243493100,1487300,-512700,0
4246497300,3004200,1004200,0
4248597900,2100600,100600,0
4249171600,573700,-1426300,0
4251862600,2691000,691000,0
4253249000,1386400,-613600,0
4255729400,2480400,480400,0
4257791000,2061600,61600,0
4259721600,1930600,-69400,0
4261726000,2004400,4400,0
4263779100,2053100,53100,0
4265306300,1527200,-472800,0
4267564500,2258200,258200,0
4270655500,3091000,1091000,0
4271513100,857600,-1142400,0
4274797800,3284700,1284700,0
4275489000,691200,-1308800,0
4277998700,2509700,509700,0
4280170000,2171300,171300,0
4282589000,2419000,419000,0
4284657900,2068900,68900,0
4285381800,723900,-1276100,0
4287815300,2433500,433500,0
4289941600,2126300,126300,0
4292000500,2058900,58900,0
4293481700,1481200,-518800,0
4296068100,2586400,586400,0
4297638100,1570000,-430000,0
4299930800,2292700,292700,0
4302041900,2111100,111100,0
4303562000,1520100,-479900,0
4306690800,3128800,1128800,0
4307412100,721300,-1278700,0
4309674800,2262700,262700,0
4311725400,2050600,50600,0
4313775700,2050300,50300,0
4315360200,1584500,-415500,0
4318295600,2935400,935400,0
4320357500,2061900,61900,0
4322301000,1943500,-56500,0
4323785900,1484900,-515100,0
4325806300,2020400,20400,0
4327852700,2046400,46400,0
4329820700,1968000,-32000,0
4331826800,2006100,6100,0
4332998000,1171200,-828800,0
4335522800,2524800,524800,0
4338533900,3011100,1011100,0
4340519700,1985800,-14200,0
4342518900,1999200,-800,0
4344003200,1484300,-515700,0
4346021700,2018500,18500,0
4348179100,2157400,157400,0
4350082100,1903000,-97000,0
4352032500,1950400,-49600,0
4353551000,1518500,-481500,0
4356544900,2993900,993900,0
4358515700,1970800,-29200,0
4360528500,2012800,12800,0
4362990300,2461800,461800,0
4363712900,722600,-1277400,0
4365653600,1940700,-59300,0
4367706000,2052400,52400,0
4369679400,1973400,-26600,0
4371677700,1998300,-1700,0
4373685100,2007400,7400,0
4374823400,1138300,-861700,0
4377841800,3018400,1018400,0
4379872900,2031100,31100,0
4382126500,2253600,253600,0
4383634400,1507900,-492100,0
4385736100,2101700,101700,0
4387810500,2074400,74400,0
4389737400,1926900,-73100,0
4391713500,1976100,-23900,0
4393763400,2049900,49900,0
4395480500,1717100,-282900,0
4398278900,2798400,798400,0
4400287400,2008500,8500,0
4402293300,2005900,5900,0
4403868300,1575000,-425000,0
4405926200,2057900,57900,0
4407959500,2033300,33300,0
4409946600,1987100,-12900,0
4411932800,1986200,-13800,0
4413399000,1466200,-533800,0
4416412000,3013000,1013000,0
4417939800,1527800,-472200,0
4419950500,2010700,10700,0
4421941400,1990900,-9100,0
4423949200,2007800,7800,0
4425634600,1685400,-314600,0
4427628900,1994300,-5700,0
4429649700,2020800,20800,0
4431667400,2017700,17700,0
4433649700,1982300,-17700,0
4435137700,1488000,-512000,0
4437336700,2199000,199000,0
4440430300,3093600,1093600,0
4442423800,1993500,-6500,0
4443936500,1512700,-487300,0
4445940400,2003900,3900,0
4447936500,1996100,-3900,0
4449930000,1993500,-6500,0
4451989300,2059300,59300,0
4453472400,1483100,-516900,0
4455740600,2268200,268200,0
4457952800,2212200,212200,0
4460237200,2284400,284400,0
4462240000,2002800,2800,0
4463815900,1575900,-424100,0
4465735500,1919600,-80400,0
4467368300,1632800,-367200,0
4470210800,2842500,842500,0
4472213300,2002500,2500,0
4473775100,1561800,-438200,0
4475704800,1929700,-70300,0
4477793200,2088400,88400,0
4479724300,1931100,-68900,0
4481746800,2022500,22500,0
4483735600,1988800,-11200,0
4486089900,2354300,354300,0
4488071400,1981500,-18500,0
4490046400,1975000,-25000,0
4492058200,2011800,11800,0
4493550500,1492300,-507700,0
4496604200,3053700,1053700,0
4497314300,710100,-1289900,0
4499543800,2229500,229500,0
4502591400,3047600,1047600,0
4503300000,708600,-1291400,0
4505607300,2307300,307300,0
4507617100,2009800,9800,0
4509631300,2014200,14200,0
4511639600,2008300,8300,0
4513142300,1502700,-497300,0
4515783100,2640800,640800,0
4517790000,2006900,6900,0
4519830100,2040100,40100,0
4521785800,1955700,-44300,0
4523791900,2006100,6100,0
4525309200,1517300,-482700,0
4528365500,3056300,1056300,0
4530294500,1929000,-71000,0
4532631400,2336900,336900,0
4533347900,716500,-1283500,0
4536262200,2914300,914300,0
4538184000,1921800,-78200,0
4539627800,1443800,-556200,0
4541671800,2044000,44000,0
4543965000,2293200,293200,0
4545814000,1849000,-151000,0
4547942300,2128300,128300,0
4549775200,1832900,-167100,0
4551797800,2022600,22600,0
4553827800,2030000,30000,0
4555340000,1512200,-487800,0
4558304600,2964600,964600,0
4560296100,1991500,-8500,0
4562301200,2005100,5100,0
4563805400,1504200,-495800,0
4565587900,1782500,-217500,0
4568626100,3038200,1038200,0
4569320500,694400,-1305600,0
4571615800,2295300,295300,0
4572751400,1135600,-864400,0
4575446500,2695100,695100,0
4578405600,2959100,959100,0
4580508700,2103100,103100,0
4582576400,2067700,67700,0
4584041400,1465000,-535000,0
4586064500,2023100,23100,0
4588114000,2049500,49500,0
4590134100,2020100,20100,0
4592131300,1997200,-2800,0
4593581700,1450400,-549600,0
4596626000,3044300,1044300,0
4597347200,721200,-1278800,0
4599747800,2400600,400600,0
4602036700,2288900,288900,0
4603530100,1493400,-506600,0
4605720500,2190400,190400,0
4608173100,2452600,452600,0
4610244800,2071700,71700,0
4612195800,1951000,-49000,0
4613707000,1511200,-488800,0
4615750200,2043200,43200,0
4617772600,2022400,22400,0
4619740300,1967700,-32300,0
4621814300,2074000,74000,0
4622990700,1176400,-823600,0
4625478100,2487400,487400,0
4628526600,3048500,1048500,0
4630477200,1950600,-49400,0
4632526600,2049400,49400,0
4633982800,1456200,-543800,0
4636034600,2051800,51800,0
4637999100,1964500,-35500,0
4640021400,2022300,22300,0
4642003400,1982000,-18000,0
4643506300,1502900,-497100,0
4646528300,3022000,1022000,0
4648535000,2006700,6700,0
4649671200,1136200,-863800,0
4651747200,2076000,76000,0
4653734100,1986900,-13100,0
4655285200,1551100,-448900,0
4658265000,2979800,979800,0
4660253900,1988900,-11100,0
4662262600,2008700,8700,0
4663790100,1527500,-472500,0
4665746200,1956100,-43900,0
4667830300,2084100,84100,0
4669825500,1995200,-4800,0
4671816000,1990500,-9500,0
4673810800,1994800,-5200,0
4675011200,1200400,-799600,0
4677285100,2273900,273900,0
4680306400,3021300,1021300,0
4682322900,2016500,16500,0
4683790700,1467800,-532200,0
4685801800,2011100,11100,0
4687849300,2047500,47500,0
4689937200,2087900,87900,0
4691984900,2047700,47700,0
4693473100,1488200,-511800,0
4695842400,2369300,369300,0
4697947600,2105200,105200,0
4699946800,1999200,-800,0
4701483300,1536500,-463500,0
4704012000,2528700,528700,0
4706043700,2031700,31700,0
4708016800,1973100,-26900,0
4710047300,2030500,30500,0
4712004400,1957100,-42900,0
4713508300,1503900,-496100,0
4716786800,3278500,1278500,0
4717310400,523600,-1476400,0
4719679900,2369500,369500,0
4721716800,2036900,36900,0
4722997600,1280800,-719200,0
4725943300,2945700,945700,0
4727964400,2021100,21100,0
4730049700,2085300,85300,0
4732369700,2320000,320000,0
4733802700,1433000,-567000,0
4735947500,2144800,144800,0
4738068100,2120600,120600,0
4740061900,1993800,-6200,0
4742037100,1975200,-24800,0
4743479700,1442600,-557400,0
4746571600,3091900,1091900,0
4748496100,1924500,-75500,0
4750537300,2041200,41200,0
4752490800,1953500,-46500,0
4754576300,2085500,85500,0
4755881900,1305600,-694400,0
4757853500,1971600,-28400,0
4759807500,1954000,-46000,0
4761977100,2169600,169600,0
4763859300,1882200,-117800,0
4765304900,1445600,-554400,0
4768511000,3206100,1206100,0
4770532900,2021900,21900,0
4772528900,1996000,-4000,0
4774549800,2020900,20900,0
4776591000,2041200,41200,0
4777145600,554600,-1445400,0
4779511300,2365700,365700,0
4782510200,2998900,998900,0
4784028500,1518300,-481700,0
4786076700,2048200,48200,0
4788050400,1973700,-26300,0
4790012300,1961900,-38100,0
4792011100,1998800,-1200,0
4793582000,1570900,-429100,0
4795943300,2361300,361300,0
4797983200,2039900,39900,0
4799936900,1953700,-46300,0
4802414400,2477500,477500,0
4804022300,1607900,-392100,0
4805964500,1942200,-57800,0
4808001100,2036600,36600,0
4810309000,2307900,307900,0
4812340600,2031600,31600,0
4813867700,1527100,-472900,0
4815832700,1965000,-35000,0
4817953300,2120600,120600,0
4819947000,1993700,-6300,0
4821946700,1999700,-300,0
4823951000,2004300,4300,0
4825370300,1419300,-580700,0
4827726000,2355700,355700,0
4829674700,1948700,-51300,0
4831932600,2257900,257900,0
4833688700,1756100,-243900,0
4835193700,1505000,-495000,0
4838212800,3019100,1019100,0
4840304200,2091400,91400,0
4842422500,2118300,118300,0
4843955700,1533200,-466800,0
4845945300,1989600,-10400,0
4848012700,2067400,67400,0
4850492500,2479800,479800,0
4851621700,1129200,-870800,0
4853724400,2102700,102700,0
4855832400,2108000,108000,0
4857861000,2028600,28600,0
4859846800,1985800,-14200,0
4861814900,1968100,-31900,0
4863850800,2035900,35900,0
4865946100,2095300,95300,0
4867938300,1992200,-7800,0
4870015900,2077600,77600,0
4872354900,2339000,339000,0
4874053100,1698200,-301800,0
4875290800,1237700,-762300,0
4878319700,3028900,1028900,0
4880303100,1983400,-16600,0
4881748000,1444900,-555100,0
4883761100,2013100,13100,0
4885267000,1505900,-494100,0
4888331100,3064100,1064100,0
4890323600,1992500,-7500,0
4892459500,2135900,135900,0
4893770500,1311000,-689000,0
4895799400,2028900,28900,0
4897807700,2008300,8300,0
4899788900,1981200,-18800,0
4902387300,2598400,598400,0
4903938300,1551000,-449000,0
4905994000,2055700,55700,0
4908003700,2009700,9700,0
4910007400,2003700,3700,0
4911998400,1991000,-9000,0
4913472900,1474500,-525500,0
4916620000,3147100,1147100,0
4917145400,525400,-1474600,0
4919810500,2665100,665100,0
4921749800,1939300,-60700,0
4923769500,2019700,19700,0
4925277200,1507700,-492300,0
4928262200,2985000,985000,0
4930295600,2033400,33400,0
4932333900,2038300,38300,0
4933757700,1423800,-576200,0
4935805800,2048100,48100,0
4937830700,2024900,24900,0
4939798400,1967700,-32300,0
4942047700,2249300,249300,0
4943587600,1539900,-460100,0
4945945900,2358300,358300,0
4948207400,2261500,261500,0
4950186000,1978600,-21400,0
4952210700,2024700,24700,0
4953718100,1507400,-492600,0
4955820600,2102500,102500,0
4957801300,1980700,-19300,0
4959779200,1977900,-22100,0
4961813700,2034500,34500,0
4963869600,2055900,55900,0
4965366800,1497200,-502800,0
4968365000,2998200,998200,0
4970479600,2114600,114600,0
4972488500,2008900,8900,0
4973992300,1503800,-496200,0
4975994300,2002000,2000,0
4978044100,2049800,49800,0
4980031100,1987000,-13000,0
4982005400,1974300,-25700,0
4983615200,1609800,-390200,0
4985564300,1949100,-50900,0
4987808800,2244500,244500,0
4990082800,2274000,274000,0
4992049500,1966700,-33300,0
4993461600,1412100,-587900,0
4996454200,2992600,992600,0
4998510300,2056100,56100,0
5000451100,1940800,-59200,0
5002465000,2013900,13900,0
5004547900,2082900,82900,0
5006504800,1956900,-43100,0
5009576000,3071200,1071200,0
5010616500,1040500,-959500,0
5011469900,853400,-1146600,0
5013724700,2254800,254800,0
5015734900,2010200,10200,0
5017760500,2025600,25600,0
5019705800,1945300,-54700,0
5021704500,1998700,-1300,0
5023720200,2015700,15700,0
5025251400,1531200,-468800,0
5027416200,2164800,164800,0
5030496000,3079800,1079800,0
5032969800,2473800,473800,0
5033491400,521600,-1478400,0
5036526500,3035100,1035100,0
5038815900,2289400,289400,0
5039566900,751000,-1249000,0
5042209500,2642600,642600,0
5043710700,1501200,-498800,0
5045832300,2121600,121600,0
5047959000,2126700,126700,0
5049943500,1984500,-15500,0
5051863900,1920400,-79600,0
5053815500,1951600,-48400,0
5055344000,1528500,-471500,0
5057511000,2167000,167000,0
5060571400,3060400,1060400,0
5062571100,1999700,-300,0
5064726600,2155500,155500,0
5065458400,731800,-1268200,0
5067752800,2294400,294400,0
5069833900,2081100,81100,0
5071981100,2147200,147200,0
5073956000,1974900,-25100,0
5075639300,1683300,-316700,0
5078050300,2411000,411000,0
5080176900,2126600,126600,0
5082282300,2105400,105400,0
5083772400,1490100,-509900,0
5085783200,2010800,10800,0
5087733300,1950100,-49900,0
5089774200,2040900,40900,0
5091753200,1979000,-21000,0
5093769500,2016300,16300,0
5095234800,1465300,-534700,0
5098242100,3007300,1007300,0
5100253600,2011500,11500,0
5102815300,2561700,561700,0
5103522100,706800,-1293200,0
5106269900,2747800,747800,0
5108250000,1980100,-19900,0
5110265700,2015700,15700,0
5112258300,1992600,-7400,0
5113818100,1559800,-440200,0
5115991000,2172900,172900,0
5117982200,1991200,-8800,0
5119952200,1970000,-30000,0
5121948800,1996600,-3400,0
5123444900,1496100,-503900,0
5125999500,2554600,554600,0
5128023600,2024100,24100,0
5130023300,1999700,-300,0
5131968900,1945600,-54400,0
5133505100,1536200,-463800,0
5136477600,2972500,972500,0
5138501400,2023800,23800,0
5140500800,1999400,-600,0
5142598200,2097400,97400,0
5143283900,685700,-1314300,0
5146078700,2794800,794800,0
5148122900,2044200,44200,0
5150114900,1992000,-8000,0
5152117300,2002400,2400,0
5153582600,1465300,-534700,0
5156652400,3069800,1069800,0
5157346800,694400,-1305600,0
5159581200,2234400,234400,0
5162659800,3078600,1078600,0
5163371300,711500,-1288500,0
5166112200,2740900,740900,0
5168118800,2006600,6600,0
5170135700,2016900,16900,0
5172160100,2024400,24400,0
5173737500,1577400,-422600,0
5175704300,1966800,-33200,0
5177634200,1929900,-70100,0
5179712000,2077800,77800,0
5181660600,1948600,-51400,0
5183661200,2000600,600,0
5185201600,1540400,-459600,0
5188231500,3029900,1029900,0
5190180900,1949400,-50600,0
5192176100,1995200,-4800,0
5193665900,1489800,-510200,0
5195707400,2041500,41500,0
5197677400,1970000,-30000,0
5199623300,1945900,-54100,0
5201633500,2010200,10200,0
5203216300,1582800,-417200,0
5205715300,2499000,499000,0
5207696600,1981300,-18700,0
5209717900,2021300,21300,0
5211728100,2010200,10200,0
5213981300,2253200,253200,0
5216022000,2040700,40700,0
5218401100,2379100,379100,0
5220676200,2275100,275100,0
5221374000,697800,-1302200,0
5223776700,2402700,402700,0
5225268800,1492100,-507900,0
5228553700,3284900,1284900,0
5230565500,2011800,11800,0
5232596400,2030900,30900,0
5233305800,709400,-1290600,0
5236092000,2786200,786200,0
5238106900,2014900,14900,0
5240085100,1978200,-21800,0
5242150400,2065300,65300,0
5243578300,1427900,-572100,0
5246700000,3121700,1121700,0
5247257200,557200,-1442800,0
5249646600,2389400,389400,0
5251653400,2006800,6800,0
5253595300,1941900,-58100,0
5255127300,1532000,-468000,0
5258120500,2993200,993200,0
5259700500,1580000,-420000,0
5261697500,1997000,-3000,0
5263739000,2041500,41500,0
5265287700,1548700,-451300,0
5268234600,2946900,946900,0
5270225100,1990500,-9500,0
5272314000,2088900,88900,0
5273962400,1648400,-351600,0
5275830600,1868200,-131800,0
5277863500,2032900,32900,0
5279836700,1973200,-26800,0
5281888300,2051600,51600,0
5283513700,1625400,-374600,0
5285700500,2186800,186800,0
5287682100,1981600,-18400,0
5289819500,2137400,137400,0
5291784000,1964500,-35500,0
5293791000,2007000,7000,0
5295273700,1482700,-517300,0
5298507200,3233500,1233500,0
5300424800,1917600,-82400,0
5302984000,2559200,559200,0
5303725100,741100,-1258900,0
5305442000,1716900,-283100,0
5308462200,3020200,1020200,0
5310476500,2014300,14300,0
5312469200,1992700,-7300,0
5314027100,1557900,-442100,0
5315968900,1941800,-58200,0
5318153500,2184600,184600,0
5320268600,2115100,115100,0
5322301000,2032400,32400,0
5323810300,1509300,-490700,0
5325958000,2147700,147700,0
5327880600,1922600,-77400,0
5329962200,2081600,81600,0
5331878800,1916600,-83400,0
5333980300,2101500,101500,0
5335609300,1629000,-371000,0
5337666400,2057100,57100,0
5339681800,2015400,15400,0
5341673100,1991300,-8700,0
5343670200,1997100,-2900,0
5345198400,1528200,-471800,0
5348203800,3005400,1005400,0
5350163000,1959200,-40800,0
5352157100,1994100,-5900,0
5353718100,1561000,-439000,0
5355751400,2033300,33300,0
5357761000,2009600,9600,0
5359740300,1979300,-20700,0
5361785100,2044800,44800,0
5363740000,1954900,-45100,0
5365287600,1547600,-452400,0
5368259000,2971400,971400,0
5370263900,2004900,4900,0
5372315000,2051100,51100,0
5373764600,1449600,-550400,0
5375776000,2011400,11400,0
5377778900,2002900,2900,0
5379871600,2092700,92700,0
5381792500,1920900,-79100,0
5383961300,2168800,168800,0
5385425100,1463800,-536200,0
5388407400,2982300,982300,0
5390438600,2031200,31200,0
5392531100,2092500,92500,0
5394052100,1521000,-479000,0
5396075800,2023700,23700,0
5398087800,2012000,12000,0
5400022300,1934500,-65500,0
5402032900,2010600,10600,0
5403608200,1575300,-424700,0
5405823400,2215200,215200,0
5407958700,2135300,135300,0
5409839300,1880600,-119400,0
5411838200,1998900,-1100,0
5413846100,2007900,7900,0
5415355900,1509800,-490200,0
5418419200,3063300,1063300,0
5420452000,2032800,32800,0
5422435600,1983600,-16400,0
5423958500,1522900,-477100,0
5425984800,2026300,26300,0
5428154000,2169200,169200,0
5430184400,2030400,30400,0
5432205500,2021100,21100,0
5433654400,1448900,-551100,0
5435691700,2037300,37300,0
5437885300,2193600,193600,0
5439638400,1753100,-246900,0
5441653400,2015000,15000,0
5443785400,2132000,132000,0
5445203300,1417900,-582100,0
5448225600,3022300,1022300,0
5450177200,1951600,-48400,0
5452160300,1983100,-16900,0
5453666900,1506600,-493400,0
5455712100,2045200,45200,0
5457682600,1970500,-29500,0
5459718400,2035800,35800,0
5461701200,1982800,-17200,0
5463701900,2000700,700,0
5465249500,1547600,-452400,0
5468290300,3040800,1040800,0
5470322400,2032100,32100,0
5472351100,2028700,28700,0
5473811600,1460500,-539500,0
5475954400,2142800,142800,0
5477961000,2006600,6600,0
5479960800,1999800,-200,0
5481962100,2001300,1300,0
5483869600,1907500,-92500,0
5485415900,1546300,-453700,0
5488384800,2968900,968900,0
5489746100,1361300,-638700,0
5491850100,2104000,104000,0
5493871600,2021500,21500,0
5495956000,2084400,84400,0
5497964900,2008900,8900,0
5499951800,1986900,-13100,0
5502002800,2051000,51000,0
5503508800,1506000,-494000,0
5506020800,2512000,512000,0
5508012500,1991700,-8300,0
5510497300,2484800,484800,0
5511714300,1217000,-783000,0
5513764700,2050400,50400,0
5515343400,1578700,-421300,0
5518378400,3035000,1035000,0
5520272400,1894000,-106000,0
5522343800,2071400,71400,0
5523775700,1431900,-568100,0
5525832400,2056700,56700,0
5527815900,1983500,-16500,0
5529806700,1990800,-9200,0
5531876000,2069300,69300,0
5533826000,1950000,-50000,0
5535339400,1513400,-486600,0
5538352700,3013300,1013300,0
5540434500,2081800,81800,0
5542460800,2026300,26300,0
5543953100,1492300,-507700,0
5545993500,2040400,40400,0
5547994700,2001200,1200,0
5550003500,2008800,8800,0
5551965800,1962300,-37700,0
5553447500,1481700,-518300,0
5556476900,3029400,1029400,0
5558481300,2004400,4400,0
5560472400,1991100,-8900,0
5562469900,1997500,-2500,0
5564018400,1548500,-451500,0
5565960400,1942000,-58000,0
5568029400,2069000,69000,0
5569975300,1945900,-54100,0
5572017800,2042500,42500,0
5573532200,1514400,-485600,0
5576616400,3084200,1084200,0
5577338000,721600,-1278400,0
5579761600,2423600,423600,0
5581663200,1901600,-98400,0
5583622500,1959300,-40700,0
5585144100,1521600,-478400,0
5588163800,3019700,1019700,0
5590126200,1962400,-37600,0
5592136300,2010100,10100,0
5593644200,1507900,-492100,0
5595696300,2052100,52100,0
5597642000,1945700,-54300,0
5599633500,1991500,-8500,0
5601621400,1987900,-12100,0
5603161800,1540400,-459600,0
5605675200,2513400,513400,0
5607685900,2010700,10700,0
5609754000,2068100,68100,0
5611679300,1925300,-74700,0
5613681400,2002100,2100,0
5614967500,1286100,-713900,0
5617224500,2257000,257000,0
5620265400,3040900,1040900,0
5622210500,1945100,-54900,0
5623658600,1448100,-551900,0
5625985100,2326500,326500,0
5627999800,2014700,14700,0
5630132800,2133000,133000,0
5632133800,2001000,1000,0
5633662000,1528200,-471800,0
5635655000,1993000,-7000,0
5637642200,1987200,-12800,0
5639631300,1989100,-10900,0
5641667900,2036600,36600,0
5643880100,2212200,212200,0
5645118800,1238700,-761300,0
5648187900,3069100,1069100,0
5650178700,1990800,-9200,0
5652133000,1954300,-45700,0
5653657900,1524900,-475100,0
5655697100,2039200,39200,0
5657648300,1951200,-48800,0
5659679700,2031400,31400,0
5661661100,1981400,-18600,0
5663751000,2089900,89900,0
5665043100,1292100,-707900,0
5668036500,2993400,993400,0
5670002000,1965500,-34500,0
5672148900,2146900,146900,0
5673668700,1519800,-480200,0
5675691200,2022500,22500,0
5677674800,1983600,-16400,0
5679643700,1968900,-31100,0
5681668100,2024400,24400,0
5683729200,2061100,61100,0
5685183600,1454400,-545600,0
5688575700,3392100,1392100,0
5689702000,1126300,-873700,0
5691759000,2057000,57000,0
5693731800,1972800,-27200,0
5695223200,1491400,-508600,0
5698253800,3030600,1030600,0
5700249800,1996000,-4000,0
5702407300,2157500,157500,0
5703886700,1479400,-520600,0
5705416800,1530100,-469900,0
5708460800,3044000,1044000,0
5710642000,2181200,181200,0
5711371500,729500,-1270500,0
5714055900,2684400,684400,0
5716016300,1960400,-39600,0
5717303900,1287600,-712400,0
5720299800,2995900,995900,0
5722440100,2140300,140300,0
5723886400,1446300,-553700,0
5725888500,2002100,2100,0
5727871200,1982700,-17300,0
5729845300,1974100,-25900,0
5731843400,1998100,-1900,0
5733995400,2152000,152000,0
5735386100,1390700,-609300,0
5738433300,3047200,1047200,0
5740412600,1979300,-20700,0
5742413800,2001200,1200,0
5743969300,1555500,-444500,0
5746146100,2176800,176800,0
5748262600,2116500,116500,0
5750305300,2042700,42700,0
5752273900,1968600,-31400,0
5753766600,1492700,-507300,0
5755792200,2025600,25600,0
5757773900,1981700,-18300,0
5759747100,1973200,-26800,0
5761867000,2119900,119900,0
5763817900,1950900,-49100,0
5765390800,1572900,-427100,0
5767804100,2413300,413300,0
5769839900,2035800,35800,0
5771122600,1282700,-717300,0
5773510100,2387500,387500,0
5776733700,3223600,1223600,0
5777258500,524800,-1475200,0
5779651400,2392900,392900,0
5781641100,1989700,-10300,0
5783764800,2123700,123700,0
5785744500,1979700,-20300,0
5787761400,2016900,16900,0
5789742400,1981000,-19000,0
5791820500,2078100,78100,0
5793752500,1932000,-68000,0
5795325500,1573000,-427000,0
5798308900,2983400,983400,0
5800270800,1961900,-38100,0
5802265000,1994200,-5800,0
5803783600,1518600,-481400,0
5804965800,1182200,-817800,0
5808245400,3279600,1279600,0
5810273200,2027800,27800,0
5812316400,2043200,43200,0
5813755700,1439300,-560700,0
5815780100,2024400,24400,0
5817761600,1981500,-18500,0
5819756500,1994900,-5100,0
5821769400,2012900,12900,0
5823773700,2004300,4300,0
5825273800,1500100,-499900,0
5828310500,3036700,1036700,0
5830301800,1991300,-8700,0
5832350700,2048900,48900,0
