Time,trans_x,trans_y,trans_z,rot_z
0,44.9813199121765,330.699575610731,42.2329349866264,-1
0.01,44.9813199121765,330.699575610731,42.2329349866264,-1
0.02,44.9848934484634,330.702822194987,42.236102192408,-1
0.03,45.0640105348134,330.70282772606,42.222118844293,0
0.04,45.3805348433136,330.849299669089,42.2218626307262,0
0.05,45.7632891482534,331.066598511267,42.34065375466,8.67103072441998
0.06,46.0743834442845,331.269580534479,42.6760985847178,8.67103072441998
0.07,46.4693349961593,331.472371268401,43.6482360487189,8.67103072441998
0.08,46.871594153195,331.703462033572,44.9475589659731,8.67103072441998
0.09,47.5822108007876,332.017912324082,48.1949656499027,8.67103072441998
0.1,48.5310053115207,332.155597307247,53.0581539637041,17.4086437719785
0.11,49.8268539563004,332.04178612123,59.1983248722744,17.4086437719785
0.12,51.5193904332289,331.526353500784,66.162673235967,17.4086437719785
0.13,53.6656138656951,330.540306137758,73.5495253176349,17.4086437719785
0.14,56.573415686248,329.0092903603,81.158115862479,17.4086437719785
0.15,59.4069967106383,327.434514948053,87.4356326490888,26.6804264646341
0.16,62.5755441183339,325.741874179195,92.9819360680761,26.6804264646341
0.17,65.8002600600649,324.113737080676,97.5326865379162,26.6804264646341
0.18,69.9973080995421,322.406500352488,101.527861781492,26.6804264646341
0.19,74.5807586586315,321.006380154903,104.49799921382,26.6804264646341
0.2,79.1786180257521,319.757773360532,106.417150402791,36.7582649075495
0.21,83.1845390575447,318.866434134736,107.501866956463,36.7582649075495
0.22,87.3939347886381,318.240049336698,107.663434172426,36.7582649075495
0.23,90.5418340523842,317.820739630638,107.622712802723,36.7582649075495
0.24,92.9716034558494,317.564414521842,107.373813557079,36.7582649075495
0.25,96.4489190723672,317.424468617796,105.787827715539,38.7371662905504
0.26,100.604428812747,317.387383514006,102.902481315794,38.7371662905504
0.27,105.086730452003,317.51799629548,98.7714897027209,38.7371662905504
0.28,109.72241673781,317.721210764623,93.5279277144723,38.7371662905504
0.29,114.579120669397,318.152913990922,86.6901667693197,38.7371662905504
0.3,119.216101720083,318.631989386142,79.111493964527,41.0375400640357
0.31,122.507457968393,318.958807707899,73.5576146853339,41.0375400640357
0.32,125.619306011895,319.297015834332,67.4705806471705,41.0375400640357
0.33,128.269362947382,319.63890372845,61.7248683189933,41.0375400640357
0.34,130.187926814205,319.903586681317,57.503403371288,41.0375400640357
0.35,131.92769476198,320.226388612026,53.5364421768554,43.1303482685256
0.36,133.356019277666,320.620737507598,51.4805274248444,43.1303482685256
0.37,134.157192197073,321.110886150792,51.6082599234564,43.1303482685256
0.38,134.632636638291,321.395572502044,52.2506972055361,43.1303482685256
0.39,134.581865375921,321.773029541013,55.3725548908821,43.1303482685256
0.4,133.913203852482,322.290919946838,60.8207887610299,44.4995910717457
0.41,133.268404379514,322.689209398805,65.4049433581451,44.4995910717457
0.42,132.157104382369,323.162173381205,71.5349488433777,44.4995910717457
0.43,129.662752807964,323.922004158695,82.46584784234,44.4995910717457
0.44,125.338650284127,325.015150028595,97.8717990062872,44.4995910717457
0.45,119.79977208914,326.359359223219,114.560870882892,45.0829215715722
0.46,113.106566952955,327.852224593241,131.336847381114,45.0829215715722
0.47,105.606103475242,329.581147247538,147.152519728058,45.0829215715722
0.48,96.7226917667162,331.806500560282,161.64413247884,45.0829215715722
0.49,88.5286279139582,334.044780775151,172.941019504321,45.0829215715722
0.5,81.2873400485323,336.173435281436,181.442128393907,44.9677011948354
0.51,75.3092306980749,338.03447295417,187.571581942369,44.9677011948354
0.52,69.52563587331,339.997976974443,192.219592366791,44.9677011948354
0.53,62.1089495373948,342.959593152146,195.614820214492,44.9677011948354
0.54,53.5259935304787,346.842314196851,197.22230580108,44.9677011948354
0.55,44.7723592668416,351.026431679128,197.09886632854,44.1451853235141
0.56,37.6677363678785,354.55094760035,196.283408311415,44.1451853235141
